Season,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,W_H,D_H,L_H,GF_H,GA_H,GD_H,W_A,D_A,L_A,GF_A,GA_A,GD_A
2022,20,22,1.0,2.0,A,3.64,3.12,2.28,3.65,3.23,2.38,3.42,3.09,2.26,3,5,3,12,14,-2,4,6,1,14,10,4
2022,0,18,0.0,0.0,D,2.33,3.12,3.52,2.5,3.2,3.66,2.33,3.02,3.36,4,2,5,11,13,-2,4,2,5,13,14,-1
2022,1,11,1.0,1.0,D,2.38,3.12,3.42,2.57,3.16,3.52,2.36,3.03,3.29,5,2,4,11,12,-1,6,3,2,15,9,6
2022,6,33,1.0,0.0,H,3.62,3.06,2.33,3.62,3.18,2.44,3.38,2.99,2.32,3,3,5,12,16,-4,4,6,1,17,12,5
2022,27,2,4.0,2.0,H,1.41,4.72,8.33,1.47,4.75,9.0,1.42,4.57,7.35,6,4,1,19,5,14,3,4,4,10,13,-3
2022,4,19,3.0,2.0,H,3.21,3.17,2.46,3.35,3.2,2.46,3.12,3.11,2.39,4,2,5,12,15,-3,1,4,6,7,13,-6
2022,15,9,0.0,0.0,D,2.81,2.85,3.06,3.0,3.02,3.06,2.78,2.86,2.86,3,3,6,9,15,-6,3,6,3,13,13,0
2022,32,7,2.0,2.0,D,2.11,3.25,3.98,2.25,3.35,3.98,2.09,3.2,3.72,4,5,3,16,11,5,4,5,3,16,13,3
2022,3,17,2.0,0.0,H,1.98,3.57,3.99,2.04,3.68,4.2,1.96,3.47,3.85,4,6,2,17,14,3,4,3,5,13,13,0
2022,11,20,1.0,0.0,H,1.5,4.05,8.02,1.56,4.1,8.02,1.52,3.87,7.02,6,4,2,16,10,6,3,5,4,13,16,-3
2022,12,1,0.0,1.0,A,2.69,2.92,3.14,2.74,3.15,3.16,2.6,2.92,3.0,4,3,5,16,18,-2,5,3,4,12,13,-1
2022,2,24,3.0,1.0,H,1.68,3.84,5.47,1.8,3.84,5.8,1.69,3.63,5.21,3,4,5,12,17,-5,2,4,6,11,21,-10
2022,19,0,1.0,0.0,H,1.73,3.78,5.18,1.82,3.82,5.4,1.74,3.58,4.87,1,4,7,9,16,-7,4,3,5,11,13,-2
2022,22,6,2.0,3.0,A,1.54,3.95,7.31,1.59,4.1,7.5,1.55,3.88,6.4,5,6,1,16,11,5,4,3,5,13,16,-3
2022,18,4,2.0,0.0,H,1.66,3.72,5.99,1.71,3.8,6.05,1.66,3.55,5.69,4,3,5,13,14,-1,5,2,5,15,17,-2
2022,33,27,1.0,2.0,A,3.13,3.09,2.59,3.14,3.28,2.64,3.02,3.04,2.52,4,6,2,17,13,4,7,4,1,23,7,16
2022,22,12,3.0,0.0,H,1.78,3.64,5.05,1.83,3.7,5.25,1.76,3.57,4.7,5,6,2,18,14,4,4,3,6,16,19,-3
2022,1,7,4.0,2.0,H,3.33,3.11,2.43,3.35,3.22,2.48,3.19,3.06,2.39,6,3,4,13,13,0,4,6,3,18,15,3
2022,11,32,0.0,0.0,D,2.33,2.98,3.72,2.33,3.08,4.0,2.25,2.96,3.64,7,4,2,17,10,7,4,6,3,18,13,5
2022,17,0,3.0,0.0,H,1.52,4.26,6.85,1.58,4.5,7.1,1.51,4.17,6.39,4,3,6,13,15,-2,4,3,6,11,14,-3
2022,3,19,3.0,2.0,H,1.85,3.24,5.38,1.92,3.5,5.85,1.82,3.25,4.99,5,6,2,19,14,5,2,4,7,10,16,-6
2022,4,27,2.0,2.0,D,5.35,3.38,1.81,5.4,3.53,1.9,4.86,3.27,1.83,5,2,6,15,19,-4,8,4,1,25,8,17
2022,6,18,0.0,1.0,A,3.19,3.06,2.55,3.19,3.25,2.62,3.03,3.04,2.51,5,3,5,16,18,-2,5,3,5,15,14,1
2022,9,2,1.0,1.0,D,1.95,3.33,4.5,2.07,3.41,4.5,1.99,3.25,4.02,3,7,3,13,13,0,4,4,5,15,18,-3
2022,20,15,1.0,0.0,H,2.36,2.98,3.66,2.62,3.12,3.7,2.42,2.94,3.29,3,5,5,13,17,-4,3,4,6,9,15,-6
2022,33,24,0.0,0.0,D,1.59,3.68,7.3,1.6,4.0,7.5,1.56,3.78,6.59,4,6,3,18,15,3,2,4,7,12,24,-12
2022,18,11,4.0,0.0,H,1.6,3.66,7.1,1.69,3.66,7.8,1.62,3.48,6.6,6,3,5,16,14,2,7,5,2,17,10,7
2022,24,3,1.0,2.0,A,4.82,3.37,1.88,4.82,3.45,1.91,4.5,3.3,1.87,2,5,7,12,24,-12,6,6,2,22,16,6
2022,9,22,1.0,1.0,D,2.07,3.25,4.12,2.17,3.25,4.12,2.11,3.15,3.72,3,8,3,14,14,0,6,6,2,21,14,7
2022,32,17,1.0,2.0,A,3.05,3.17,2.57,3.05,3.25,2.59,2.91,3.13,2.51,4,7,3,18,13,5,5,3,6,16,15,1
2022,27,1,0.0,2.0,A,1.34,5.47,9.19,1.39,5.75,9.9,1.33,5.2,8.68,8,5,1,27,10,17,7,3,4,17,15,2
2022,4,15,1.0,2.0,A,2.28,3.02,3.78,2.32,3.1,3.81,2.24,2.96,3.61,5,3,6,17,21,-4,3,4,7,9,16,-7
2022,2,33,1.0,2.0,A,2.74,3.18,2.82,2.75,3.28,2.96,2.66,3.11,2.75,4,5,5,16,19,-3,4,7,3,18,15,3
2022,0,20,1.0,0.0,H,1.81,3.37,5.12,1.86,3.65,5.2,1.8,3.39,4.72,4,3,7,11,17,-6,4,5,5,14,17,-3
2022,12,19,2.0,1.0,H,2.43,3.18,3.25,2.51,3.3,3.25,2.39,3.15,3.06,4,3,7,16,22,-6,2,4,8,12,19,-7
2022,7,6,0.0,1.0,A,1.71,3.61,5.69,1.76,3.75,5.8,1.69,3.56,5.32,4,6,4,20,19,1,5,3,6,16,19,-3
2022,7,4,4.0,0.0,H,1.5,4.27,7.25,1.52,4.4,7.25,1.49,4.15,6.68,4,6,5,20,20,0,5,3,7,18,23,-5
2022,18,9,2.0,1.0,H,1.71,3.65,5.59,1.77,3.65,5.65,1.72,3.49,5.21,7,3,5,20,14,6,3,9,3,15,15,0
2022,20,1,2.0,1.0,H,2.81,2.98,2.93,2.95,3.1,2.93,2.75,2.96,2.79,4,5,6,14,18,-4,8,3,4,19,15,4
2022,12,24,2.0,2.0,D,1.92,3.44,4.49,1.95,3.48,4.55,1.89,3.33,4.3,5,3,7,18,23,-5,2,5,8,13,26,-13
2022,11,17,1.0,0.0,H,3.09,2.93,2.72,3.2,3.14,2.78,2.99,2.93,2.62,7,5,3,17,14,3,6,3,6,18,16,2
2022,3,33,0.0,0.0,D,1.58,3.95,6.55,1.65,4.0,7.0,1.59,3.77,6.23,7,6,2,24,17,7,5,7,3,20,16,4
2022,19,27,0.0,0.0,D,3.77,3.44,2.09,3.82,3.54,2.2,3.66,3.36,2.04,2,4,9,13,21,-8,8,5,2,27,12,15
2022,32,2,1.0,0.0,H,1.97,3.39,4.33,2.01,3.47,4.5,1.94,3.3,4.17,4,7,4,19,15,4,4,5,6,17,21,-4
2022,15,6,2.0,0.0,H,2.32,2.92,3.85,2.33,3.1,3.85,2.28,2.92,3.61,4,4,7,11,17,-6,6,3,6,17,19,-2
2022,22,0,1.0,0.0,H,1.63,3.92,5.93,1.7,3.92,5.93,1.65,3.74,5.38,6,7,2,22,15,7,5,3,7,12,17,-5
2022,1,22,0.0,0.0,D,2.2,3.3,3.62,2.45,3.31,3.8,2.23,3.17,3.44,8,3,5,20,17,3,7,7,2,23,15,8
2022,4,32,1.0,0.0,H,3.16,3.09,2.55,3.16,3.21,2.62,2.99,3.06,2.51,5,3,8,18,27,-9,5,7,4,20,15,5
2022,17,12,2.0,0.0,H,1.51,4.52,6.52,1.53,4.75,7.0,1.49,4.38,6.26,6,3,7,18,17,1,5,4,7,20,25,-5
2022,9,11,3.0,1.0,H,1.86,3.25,5.25,2.1,3.3,5.75,1.85,3.16,4.96,3,9,4,16,17,-1,8,5,3,18,14,4
2022,24,20,0.0,0.0,D,2.12,3.12,4.15,2.13,3.28,4.5,2.05,3.13,3.97,2,6,8,15,28,-13,5,5,6,16,19,-3
2022,33,18,2.0,2.0,D,2.66,3.04,3.06,2.66,3.15,3.57,2.52,3.02,3.04,5,8,3,20,16,4,8,3,5,22,15,7
2022,2,19,0.0,1.0,A,2.13,3.32,3.8,2.2,3.4,4.1,2.06,3.28,3.73,4,5,7,17,22,-5,2,5,9,13,21,-8
2022,6,3,0.0,1.0,A,5.21,3.55,1.78,5.25,3.62,1.88,4.82,3.45,1.78,6,3,7,17,21,-4,7,7,2,24,17,7
2022,0,7,0.0,3.0,A,2.82,3.1,2.75,2.88,3.3,2.79,2.75,3.09,2.68,5,3,8,12,18,-6,5,6,5,24,20,4
2022,27,15,1.0,0.0,H,1.26,5.9,13.34,1.28,6.0,15.0,1.25,5.61,12.29,8,6,2,27,12,15,5,4,7,13,17,-4
2022,9,4,1.0,0.0,H,1.38,4.76,9.52,1.5,5.25,11.0,1.34,4.83,9.44,4,9,4,19,18,1,6,3,8,19,27,-8
2022,7,19,2.0,1.0,H,1.83,3.46,5.2,1.87,3.73,5.3,1.81,3.38,4.76,6,6,5,27,20,7,3,5,9,14,21,-7
2022,20,18,2.0,3.0,A,4.28,3.56,1.93,4.8,3.6,1.95,4.3,3.44,1.86,5,6,6,16,19,-3,8,4,5,24,17,7
2022,1,2,4.0,1.0,H,1.95,3.41,4.35,2.1,3.45,4.4,1.97,3.26,4.08,8,4,5,20,17,3,4,5,8,17,23,-6
2022,17,24,4.0,0.0,H,1.34,5.49,9.31,1.37,5.49,10.0,1.34,5.11,8.63,7,3,7,20,17,3,2,7,8,15,28,-13
2022,22,33,3.0,3.0,D,1.85,3.39,5.04,1.98,3.5,5.1,1.85,3.31,4.67,7,8,2,23,15,8,5,9,3,22,18,4
2022,11,12,3.0,1.0,H,1.68,3.59,6.12,1.72,3.7,6.5,1.67,3.51,5.67,8,5,4,19,17,2,5,4,8,20,27,-7
2022,32,6,2.0,0.0,H,1.93,3.34,4.62,1.97,3.62,4.7,1.86,3.4,4.37,5,7,5,20,16,4,6,3,8,17,22,-5
2022,15,3,1.0,1.0,D,3.73,2.92,2.37,4.55,3.15,2.37,3.66,2.94,2.24,5,4,8,13,18,-5,8,7,2,25,17,8
2022,0,27,0.0,1.0,A,4.77,3.59,1.83,4.85,3.66,1.88,4.51,3.46,1.82,5,3,9,12,21,-9,9,6,2,28,12,16
2022,33,20,3.0,3.0,D,1.43,4.41,8.88,1.5,4.5,9.1,1.42,4.3,8.12,5,10,3,25,21,4,5,6,7,18,22,-4
2022,6,1,2.0,0.0,H,2.46,3.17,3.23,2.46,3.25,3.4,2.37,3.09,3.15,6,3,9,17,24,-7,9,4,5,24,18,6
2022,4,17,1.0,2.0,A,6.05,4.03,1.6,6.1,4.05,1.67,5.61,3.89,1.59,6,3,9,19,28,-9,8,3,7,24,17,7
2022,18,7,2.0,1.0,H,2.03,3.4,4.05,2.05,3.7,4.55,1.9,3.49,4.03,9,4,5,27,19,8,7,6,5,29,21,8
2022,24,9,1.0,0.0,H,3.28,3.07,2.48,3.41,3.18,2.5,3.15,3.05,2.41,2,7,9,15,32,-17,5,9,4,20,18,2
2022,27,22,2.0,1.0,H,1.44,4.45,8.44,1.5,4.85,9.4,1.42,4.41,7.89,10,6,2,29,12,17,7,9,2,26,18,8
2022,2,0,0.0,1.0,A,1.88,3.35,4.85,1.9,3.6,4.85,1.86,3.38,4.46,4,5,9,18,27,-9,5,3,10,12,22,-10
2022,3,11,1.0,2.0,A,1.46,4.22,8.62,1.55,4.4,9.5,1.45,4.07,8.26,8,8,2,26,18,8,9,5,4,22,18,4
2022,19,32,0.0,0.0,D,1.79,3.59,5.0,1.9,3.6,5.0,1.83,3.46,4.51,3,5,10,15,23,-8,6,7,5,22,16,6
2022,12,15,1.0,0.0,H,2.13,3.14,4.05,2.24,3.32,4.05,2.13,3.09,3.78,5,4,9,21,30,-9,5,5,8,14,19,-5
2022,9,27,1.0,2.0,A,3.76,3.29,2.15,3.88,3.34,2.19,3.59,3.23,2.12,5,9,5,20,19,1,11,6,2,31,13,18
2022,20,12,1.0,0.0,H,2.44,3.18,3.25,2.65,3.2,3.25,2.46,3.1,3.01,5,7,7,21,25,-4,6,4,9,22,30,-8
2022,11,6,1.0,0.0,H,1.83,3.32,5.36,1.95,3.4,5.36,1.82,3.23,4.97,10,5,4,24,19,5,7,3,9,19,24,-5
2022,17,2,4.0,1.0,H,1.47,4.34,7.76,1.49,4.6,8.0,1.45,4.25,7.4,9,3,7,26,18,8,4,5,10,18,28,-10
2022,1,33,1.0,0.0,H,2.05,3.26,4.14,2.17,3.4,4.2,2.02,3.25,3.89,9,4,6,24,20,4,5,11,3,28,24,4
2022,22,3,3.0,0.0,H,3.2,2.98,2.6,3.25,3.14,2.72,3.09,2.99,2.51,7,9,3,27,20,7,8,8,3,27,20,7
2022,0,4,3.0,1.0,H,1.71,3.65,5.59,1.82,3.74,5.6,1.74,3.48,5.03,6,3,10,13,22,-9,6,3,10,20,30,-10
2022,15,19,0.0,1.0,A,2.74,2.92,3.08,2.74,3.0,3.2,2.62,2.88,3.04,5,5,9,14,20,-6,3,6,10,15,23,-8
2022,7,24,1.0,0.0,H,1.59,3.88,6.59,1.61,4.1,7.0,1.55,3.91,6.33,7,6,6,30,23,7,3,7,9,16,32,-16
2022,32,18,2.0,2.0,D,3.04,3.23,2.54,3.22,3.24,2.61,3.01,3.1,2.47,6,8,5,22,16,6,10,4,5,29,20,9
2022,6,9,1.0,1.0,D,2.4,3.08,3.42,2.45,3.17,3.5,2.36,3.05,3.25,7,3,10,19,25,-6,5,9,6,21,21,0
2022,24,0,0.0,1.0,A,2.42,3.25,3.2,2.5,3.3,3.3,2.38,3.16,3.12,3,7,10,16,33,-17,7,3,10,16,23,-7
2022,2,7,2.0,1.0,H,3.25,3.19,2.43,3.25,3.29,2.69,3.02,3.16,2.43,4,5,11,19,32,-13,8,6,6,31,23,8
2022,4,11,1.0,1.0,D,3.27,2.95,2.57,3.45,3.05,2.62,3.15,2.93,2.5,6,3,11,21,33,-12,11,5,4,25,19,6
2022,33,17,0.0,2.0,A,3.47,3.28,2.27,3.55,3.44,2.43,3.31,3.18,2.27,5,11,4,28,25,3,10,3,7,30,19,11
2022,18,15,1.0,0.0,H,1.49,4.01,8.38,1.54,4.01,9.2,1.51,3.8,7.6,10,5,5,31,22,9,5,5,10,14,21,-7
2022,27,20,3.0,0.0,H,1.26,6.26,11.25,1.29,6.5,13.0,1.24,5.99,11.21,12,6,2,33,14,19,6,7,7,22,25,-3
2022,19,22,3.0,0.0,H,1.74,3.76,5.08,1.9,3.76,5.4,1.76,3.58,4.78,4,6,10,16,23,-7,8,9,3,30,20,10
2022,3,1,2.0,3.0,A,1.51,4.18,7.32,1.58,4.4,7.7,1.5,4.04,7.01,8,8,4,27,23,4,10,4,6,25,20,5
2022,12,32,1.0,2.0,A,2.71,3.06,2.97,2.76,3.17,3.01,2.64,3.0,2.88,6,4,10,22,31,-9,6,9,5,24,18,6
2022,20,4,1.0,1.0,D,1.96,3.43,4.28,1.98,3.52,4.66,1.94,3.37,4.07,6,7,8,22,28,-6,6,4,11,22,34,-12
2022,11,27,0.0,1.0,A,3.51,3.02,2.4,3.65,3.14,2.48,3.39,3.01,2.33,11,6,4,26,20,6,13,6,2,36,14,22
2022,15,24,1.0,0.0,H,2.03,3.05,4.68,2.05,3.16,4.85,2.0,3.03,4.43,5,5,11,14,22,-8,3,7,11,16,34,-18
2022,6,2,0.0,0.0,D,2.07,3.37,3.93,2.23,3.47,4.13,2.05,3.3,3.75,7,4,10,20,26,-6,5,5,11,21,33,-12
2022,12,3,0.0,1.0,A,5.38,3.8,1.7,5.4,3.82,1.8,5.08,3.61,1.71,6,4,11,23,33,-10,8,8,5,29,26,3
2022,9,19,0.0,1.0,A,2.96,2.93,2.83,2.96,3.15,2.95,2.82,2.93,2.75,5,10,6,22,22,0,5,6,10,19,23,-4
2022,17,1,5.0,0.0,H,1.33,5.31,10.33,1.35,5.5,11.0,1.31,5.22,9.79,11,3,7,32,19,13,11,4,6,28,22,6
2022,33,7,3.0,0.0,H,2.15,3.38,3.68,2.35,3.46,3.68,2.14,3.28,3.49,5,11,5,28,27,1,8,6,7,32,25,7
2022,0,32,1.0,0.0,H,2.38,3.07,3.5,2.46,3.26,3.52,2.35,3.07,3.27,8,3,10,17,23,-6,7,9,5,26,19,7
2022,22,18,3.0,0.0,H,2.49,3.14,3.19,2.54,3.36,3.23,2.41,3.12,3.11,8,9,4,30,23,7,11,5,5,32,22,10
2022,3,20,0.0,1.0,A,1.24,6.42,12.63,1.25,6.7,15.0,1.22,6.14,12.81,9,8,5,30,26,4,6,8,8,23,29,-6
2022,18,12,5.0,2.0,H,1.39,4.86,8.99,1.42,5.0,9.5,1.37,4.75,8.46,11,5,6,32,25,7,6,4,12,23,34,-11
2022,24,6,2.0,2.0,D,2.51,3.11,3.19,2.55,3.26,3.29,2.44,3.08,3.09,3,7,12,16,35,-19,7,5,10,20,26,-6
2022,27,17,1.0,1.0,D,2.0,3.49,4.03,2.13,3.68,4.2,2.01,3.38,3.8,14,6,2,37,14,23,12,3,7,37,19,18
2022,1,0,1.0,1.0,D,1.88,3.47,4.66,1.9,3.9,4.91,1.85,3.48,4.33,11,4,7,28,27,1,9,3,10,18,23,-5
2022,2,15,1.0,1.0,D,2.26,2.96,3.97,2.28,3.16,4.0,2.21,2.97,3.76,5,6,11,21,33,-12,6,5,11,15,22,-7
2022,7,9,1.0,1.0,D,1.86,3.5,4.68,1.9,3.55,5.12,1.85,3.38,4.55,8,6,8,32,28,4,5,10,7,22,23,-1
2022,19,11,1.0,0.0,H,1.94,3.3,4.61,2.02,3.36,4.75,1.93,3.22,4.39,6,6,10,20,23,-3,11,6,5,26,21,5
2022,32,33,1.0,0.0,H,2.51,3.0,3.31,2.56,3.25,3.4,2.41,3.03,3.21,7,9,6,26,20,6,6,11,5,31,27,4
2022,4,22,0.0,1.0,A,3.76,3.25,2.17,4.11,3.32,2.2,3.66,3.18,2.13,6,5,11,23,35,-12,9,9,4,33,23,10
2022,12,4,1.0,0.0,H,1.95,3.39,4.37,2.0,3.58,4.6,1.94,3.33,4.08,6,4,13,25,39,-14,6,5,12,23,36,-13
2022,20,2,2.0,1.0,H,2.79,3.0,2.93,2.81,3.23,2.96,2.67,3.02,2.83,7,8,8,24,29,-5,5,7,11,22,34,-12
2022,18,27,1.0,1.0,D,3.19,3.14,2.46,3.22,3.36,2.82,3.02,3.16,2.44,12,5,6,37,27,10,14,7,2,38,15,23
2022,9,1,0.0,0.0,D,1.8,3.62,4.91,1.94,3.62,5.0,1.77,3.51,4.75,5,11,7,23,24,-1,11,5,7,29,28,1
2022,0,3,1.0,1.0,D,5.72,3.8,1.67,6.0,3.8,1.73,5.4,3.68,1.66,9,4,10,19,24,-5,9,8,6,30,27,3
2022,33,19,0.0,1.0,A,1.93,3.36,4.54,2.1,3.59,4.6,1.94,3.28,4.17,6,11,6,31,28,3,7,6,10,21,23,-2
2022,6,17,0.0,1.0,A,4.97,3.73,1.76,5.25,3.82,1.83,4.75,3.59,1.75,7,6,10,22,28,-6,12,4,7,38,20,18
2022,15,32,0.0,0.0,D,2.34,2.88,3.84,2.44,3.02,3.84,2.35,2.89,3.5,6,6,11,16,23,-7,8,9,6,27,20,7
2022,22,24,4.0,0.0,H,1.44,4.56,7.88,1.47,4.58,9.2,1.43,4.38,7.65,10,9,4,34,23,11,3,8,12,18,37,-19
2022,11,7,1.0,0.0,H,2.05,3.14,4.38,2.17,3.24,4.73,2.04,3.05,4.18,11,6,6,26,22,4,8,7,8,33,29,4
2022,24,4,1.0,1.0,D,2.25,3.12,3.74,2.32,3.24,3.74,2.24,3.08,3.48,3,8,13,18,41,-23,6,5,13,23,37,-14
2022,1,18,1.0,0.0,H,3.25,3.25,2.39,3.5,3.45,2.45,3.14,3.27,2.31,11,6,7,29,28,1,12,6,6,38,28,10
2022,7,27,2.0,2.0,D,2.67,3.06,3.02,2.85,3.24,3.02,2.63,3.02,2.87,8,7,9,33,30,3,14,8,2,39,16,23
2022,0,12,2.0,0.0,H,1.67,3.69,6.04,1.72,3.78,6.5,1.67,3.58,5.56,9,5,10,20,25,-5,7,4,13,26,39,-13
2022,17,9,1.0,1.0,D,1.36,4.92,10.17,1.41,5.1,10.17,1.35,4.78,9.07,13,4,7,39,20,19,5,12,7,23,24,-1
2022,11,22,2.0,2.0,D,2.44,2.95,3.53,2.53,3.18,3.9,2.39,2.94,3.38,12,6,6,27,22,5,11,9,4,38,23,15
2022,19,6,1.0,3.0,A,1.72,3.51,5.8,1.73,3.6,6.2,1.7,3.47,5.44,8,6,10,22,23,-1,7,6,11,22,29,-7
2022,2,3,0.0,2.0,A,4.52,3.49,1.89,4.65,3.55,1.95,4.31,3.39,1.88,5,7,12,23,36,-13,9,9,6,31,28,3
2022,15,33,1.0,1.0,D,2.32,2.82,4.04,2.5,2.99,4.04,2.32,2.81,3.69,6,7,11,16,23,-7,6,11,7,31,29,2
2022,32,20,1.0,2.0,A,1.59,3.94,6.42,1.65,4.0,6.6,1.59,3.83,5.85,8,10,6,27,20,7,8,8,8,26,30,-4
2022,3,7,1.0,1.0,D,1.68,3.75,5.72,1.75,3.98,6.35,1.67,3.67,5.46,10,9,6,33,28,5,8,8,9,35,32,3
2022,9,32,2.0,1.0,H,2.16,3.07,4.08,2.22,3.14,4.1,2.14,3.02,3.83,5,13,7,24,25,-1,8,10,7,28,22,6
2022,22,15,1.0,0.0,H,1.6,3.74,6.85,1.65,3.75,7.05,1.6,3.62,6.39,11,10,4,40,25,15,6,8,11,17,24,-7
2022,18,19,2.0,1.0,H,1.72,3.63,5.57,1.74,3.75,5.69,1.7,3.58,5.24,12,6,7,38,29,9,8,6,11,23,26,-3
2022,27,24,2.0,1.0,H,1.17,7.33,19.54,1.19,7.4,20.0,1.17,6.8,16.67,14,9,2,41,18,23,3,9,13,19,42,-23
2022,4,1,1.0,1.0,D,3.49,3.13,2.34,3.5,3.22,2.65,3.24,3.04,2.37,6,6,13,24,38,-14,12,6,7,30,28,2
2022,6,0,0.0,0.0,D,2.02,3.34,4.16,2.18,3.4,4.2,2.03,3.25,3.89,8,6,11,25,30,-5,10,5,10,22,25,-3
2022,12,2,2.0,0.0,H,2.24,3.15,3.71,2.28,3.3,3.75,2.2,3.14,3.49,7,4,14,26,41,-15,5,7,13,23,38,-15
2022,33,11,1.0,1.0,D,2.68,2.84,3.26,2.68,3.16,3.9,2.46,2.89,3.3,6,12,7,32,30,2,12,7,6,29,24,5
2022,20,17,1.0,1.0,D,6.22,4.03,1.59,6.8,4.1,1.63,5.71,3.94,1.59,9,8,8,28,31,-3,13,5,7,40,21,19
2022,4,3,1.0,0.0,H,4.61,3.37,1.92,5.0,3.7,1.96,4.48,3.38,1.86,6,7,13,25,39,-14,10,10,6,34,29,5
2022,6,12,2.0,0.0,H,1.55,4.04,6.98,1.65,4.08,6.98,1.55,3.9,6.33,8,7,11,25,30,-5,8,4,14,28,41,-13
2022,7,20,1.0,1.0,D,1.46,4.4,7.98,1.5,4.47,8.0,1.45,4.3,7.31,8,9,9,36,33,3,9,9,8,29,32,-3
2022,9,33,0.0,2.0,A,2.65,3.02,3.09,2.81,3.2,3.09,2.6,3.01,2.92,6,13,7,26,26,0,6,13,7,33,31,2
2022,17,18,1.0,2.0,A,1.69,3.74,5.63,1.76,3.96,5.88,1.67,3.7,5.29,13,6,7,41,22,19,13,6,7,40,30,10
2022,0,11,1.0,0.0,H,2.26,3.08,3.76,2.5,3.22,3.8,2.21,3.06,3.57,10,6,10,22,25,-3,12,8,6,30,25,5
2022,24,19,1.0,1.0,D,3.38,3.22,2.34,3.56,3.33,2.4,3.32,3.14,2.27,3,9,14,20,44,-24,8,6,12,24,28,-4
2022,27,32,1.0,0.0,H,1.39,4.7,9.59,1.43,5.0,9.8,1.38,4.64,8.69,15,9,2,43,19,24,8,10,8,29,24,5
2022,1,15,2.0,2.0,D,1.7,3.45,6.22,1.8,3.45,6.56,1.72,3.32,5.7,12,7,7,31,29,2,6,8,12,17,25,-8
2022,2,22,1.0,2.0,A,3.64,3.2,2.24,3.83,3.34,2.25,3.47,3.18,2.2,5,7,14,23,40,-17,12,10,4,41,25,16
2022,33,4,4.0,0.0,H,1.38,4.82,9.28,1.44,4.82,9.3,1.39,4.56,8.23,7,13,7,35,31,4,7,7,13,26,39,-13
2022,32,1,2.0,0.0,H,2.11,3.28,3.98,2.16,3.42,4.1,2.07,3.24,3.76,8,10,9,29,25,4,12,8,7,33,31,2
2022,11,2,2.0,1.0,H,1.62,3.84,6.47,1.65,3.9,6.75,1.6,3.73,5.97,12,8,7,30,26,4,5,7,15,24,42,-18
2022,12,9,1.0,0.0,H,2.29,3.23,3.55,2.4,3.31,3.59,2.23,3.18,3.38,8,4,15,28,43,-15,6,13,8,26,28,-2
2022,18,24,4.0,0.0,H,1.36,5.37,9.3,1.39,5.37,9.3,1.34,5.06,8.39,14,6,7,42,31,11,3,10,14,21,45,-24
2022,19,17,3.0,2.0,H,3.11,3.05,2.65,3.15,3.1,2.67,2.99,2.96,2.59,8,7,12,25,29,-4,13,6,8,42,24,18
2022,15,0,2.0,1.0,H,2.52,3.01,3.35,2.58,3.1,3.35,2.48,2.97,3.13,6,9,12,19,27,-8,11,6,10,23,25,-2
2022,3,27,0.0,1.0,A,1.88,3.4,4.92,2.1,3.64,5.1,1.89,3.34,4.4,10,10,7,34,30,4,16,9,2,44,19,25
2022,20,6,0.0,1.0,A,3.49,3.14,2.37,3.6,3.27,2.5,3.26,3.09,2.33,9,10,8,30,33,-3,9,7,11,27,30,-3
2022,22,7,0.0,0.0,D,1.91,3.55,4.44,1.94,4.01,4.7,1.89,3.44,4.18,13,10,4,43,26,17,8,10,9,37,34,3
2022,3,18,2.0,0.0,H,1.76,3.59,5.31,1.84,3.72,5.6,1.73,3.53,5.05,10,10,8,34,31,3,15,6,7,46,31,15
2022,9,0,1.0,2.0,A,2.05,3.26,4.13,2.06,3.46,4.26,2.01,3.25,3.92,6,13,9,26,29,-3,11,6,11,24,27,-3
2022,22,32,1.0,0.0,H,1.73,3.59,5.56,1.79,3.78,5.6,1.72,3.53,5.18,13,11,4,43,26,17,9,10,9,31,25,6
2022,1,24,2.0,0.0,H,1.46,4.44,8.04,1.5,4.75,8.04,1.45,4.26,7.18,12,8,8,33,33,0,3,10,15,21,49,-28
2022,4,2,1.0,2.0,A,2.26,3.17,3.58,2.26,3.35,3.75,2.19,3.16,3.47,7,7,14,26,43,-17,5,7,16,25,44,-19
2022,17,7,4.0,1.0,H,1.44,4.63,8.07,1.47,4.63,8.07,1.43,4.44,7.25,13,6,9,44,27,17,8,11,9,37,34,3
2022,20,19,0.0,1.0,A,2.91,3.0,2.79,3.0,3.27,2.8,2.83,3.0,2.66,9,10,9,30,34,-4,9,7,12,28,31,-3
2022,11,15,2.0,0.0,H,1.71,3.43,6.21,1.72,3.55,6.57,1.67,3.42,5.92,13,8,7,32,27,5,7,9,12,21,28,-7
2022,6,27,1.0,3.0,A,5.22,3.67,1.76,5.96,3.7,1.85,4.95,3.52,1.75,10,7,11,28,30,-2,17,9,2,45,19,26
2022,24,11,2.0,2.0,D,4.68,3.3,1.95,5.12,3.45,1.98,4.45,3.27,1.9,3,10,16,21,51,-30,14,8,7,34,27,7
2022,2,18,3.0,2.0,H,3.21,3.27,2.44,3.45,3.36,2.44,3.14,3.2,2.34,6,7,16,27,45,-18,15,6,8,46,33,13
